Text,Subjectivity,Polarity,Analysis
  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0.0,0.0,Neutral
  Elon Musk  now he riches person in he world  has made millionaires ou of Tesla s mos loyal fans  Mee one of hem      ROalpijR4Q      FlPlv54nxS,0.8333333333333334,0.3333333333333333,Positive
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk became he riches person in he world     Please suppor my business  so ha aleas i beme he riches in my family     Available in sizes 35 43 Worldwide Delivery     Price   15k   Caron price  145k  10 pieces of shoes  wih an addiional promo of 2 bags      pO6imGwURW,0.4,0.4,Positive
ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0.0,0.0,Neutral
  Elon Musk passes Jeff Bezos o beme world s riches person      103EyEkyp8      WHgqZsWrO,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk surpasses Jeff Bezos o beme world s riches person   Bloomberg      oWGWJBamqx,0.0,0.0,Neutral
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk  now he riches person in he world  has made millionaires ou of Tesla s mos loyal fans  Mee one of hem      ROalpijR4Q      FlPlv54nxS,0.8333333333333334,0.3333333333333333,Positive
  Elon Musk is now he riches person in he world  passing Jeff Bezos      23COKxaTq2      L9WCAYZKKb,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
     xbLjDIThl9,0.0,0.0,Neutral
Afer beming he riches person in he earh    elon musk   अब त  म गल प  ज गल बन य ग  भ ई   ElonMusk SpaceX Tesla  richespersoninworld,0.0,0.0,Neutral
  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0.0,0.0,Neutral
slim   Elon Musk jus became he world s riches person ,0.0,0.0,Neutral
  6  jump in Tesla sock caapuls Elon Musk pas Jeff Bezos o beme world s riches person  Bloomberg s lis of billionaires says he Tesla CEO is now worh  188 5 billion  ahead of Bezos  he founder of Amazon  who is worh an esimaed  187 billion       eZlBWT10s1,0.0,0.0,Neutral
   Elon Musk bemes he riches person  jus afer he plans o sar business in India  No doub afer Ambani  Adani Modi gov helped Elon Musk o achieve his milesone  Now BJP is  Ambani Adani Musk ki sarkar   Aisa kisi wannabe Ani Capialis woke kid ka wee nahi aaya,0.0,0.0,Neutral
  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
  Elon Musk is now he riches person in he world  passing Jeff Bezos      QKHVPuYqWk,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
  BREAKING  Elon Musk is now he riches person in he world  wih a ne worh of over 185 billion        CnxA99PFqE,0.0,0.0,Neutral
  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0.0,0.0,Neutral
  Elon Musk has surpassed Jeff Bezos as he riches person in he world  MacKenzie Bezos mus feel vindicaed for divorcing ha loser ,0.0,0.0,Neutral
  BREAKING  Elon Musk surpasses Jeff Bezos   184B  o beme he riches person on Earh   185 4B        M1bXszhoGm,0.0,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Elon Musk dehrones Jeff Bezos as he world s riches person      w9gTjuYXRY,0.0,0.0,Neutral
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
  Elon Musk bemes world s riches person as wealh ops  185bn   Be he sill wishes he had been a police officer                 eKfeE8gBBy,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
Elon Musk is now he riches person on he plane  surpassing Jeff Bezos wih a ne worh of  188 5 billion      o9Nk665QgG via ,0.0,0.0,Neutral
Elon Musk overakes Amazon s Bezos o beme world s riches person      MWcOHelSaY,0.0,0.0,Neutral
No  Elon Musk Is No The Riches Person In The World Ye      dwmiSJAWXD      VnumjAXImy,0.0,0.0,Neutral
Socks Tesla Elon Musk passes Jeff Bezos as riches person by a measly  1 billion  Elon Musk jus became he world s riches person  snagging he ile away from Jeff Bezos by only 1 billion       zevwpJbOvp        9AaTTqXITl         mfR4u1I3JG      FWMUeAdiqN,0.9333333333333333,-0.2833333333333334,Negative
No  Elon Musk Is No The Riches Person In The World Ye      NIc2RpK91F,0.0,0.0,Neutral
 Hindi Urdu   No English  How Elon musk is using Law of Aracion and beme world riches person leaving Jeff Bezos behind  in his video i ll explain his success wih esla and Spacex Youube link below       ik0bk7amsY,0.2333333333333333,-0.03333333333333335,Negative
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Ea he rich       I96sLqNcHN,0.75,0.375,Positive
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk leaves behind Amazon s Bezos o beme world s riches person   Bloomberg News      IEZ4kk7w29      VUrqi3MPLs,0.7,-0.4,Negative
  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
  Elon Musk overakes Bezos o beme world s riches person      ls794ZbcVj,0.0,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Sar making profi       aw235GPFj9,0.6,0.5,Positive
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Tesla and SpaceX owner Elon Musk replaced Jeff Bezos as he world s riches person  worh  185bn      waabTOfqn,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  JUST IN   Elon Musk jus passed Jeff Bezos as he riches person in he world ,0.0,0.0,Neutral
  Elon Musk bemes world s riches person as wealh ops  185bn      Tq5b5m2Ho,0.0,0.0,Neutral
  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0.0,0.0,Neutral
  BREAKING  Tesla CEO Elon Musk is now he World s Riches Person  He has passed Amazon CEO Jeff Bezos wih a ne worh of over  185 billion      VHecyhEdCu by ,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
  Elon Musk is now he riches person in he world  acrding o Bloomberg News       QEPkp56hYM,0.0,0.0,Neutral
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk reporedly overakes Jeff Bezos as Riches person on Earh,0.0,0.0,Neutral
  Elon Musk overakes Bezos o beme world s riches person wih ne worh of 188 5 billon dollars      XNe0EK6HTO,0.0,0.0,Neutral
  Elon Musk surpasses Amazon s Jeff Bezos as world s riches person wih a ne worh of more han  185 BILLION           yfCs55iYHn      EyBznxXK34,0.5,0.5,Positive
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0.0,0.0,Neutral
2021  Elon Musk is riches person on Earh 2022  Elon Muck is riches person on Mars esla spacex ElonMusk,0.0,0.0,Neutral
Elon Musk has beme he world s riches person  as his ne worh crossed  185bn   136bn   The Tesla and SpaceX enrepreneur was pushed ino he op slo afer Tesla s share price increased on Thursday   ElonMusk Tesla SpaceX      QHYiFJWQym,0.0,0.0,Neutral
  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
       ZP0peY3Jc,0.0,0.0,Neutral
  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0.0,Neutral
  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0.0,0.0,Neutral
  BREAKING    CEO Elon Musk is now he World s Riches Person  He has passed Amazon CEO Jeff Bezos wih a ne worh of over  185 billion   ,0.0,0.0,Neutral
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
  Elon Musk is now he riches person in he world a  190 billion     Wha would you do wih ha money   ,0.0,0.0,Neutral
ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0.0,0.0,Neutral
  Elon Musk became he riches person in he world     Please suppor my business  so ha aleas i beme he riches in my family     Available in sizes 35 43 Worldwide Delivery     Price   15k   Caron price  145k  10 pieces of shoes  wih an addiional promo of 2 bags      pO6imGwURW,0.4,0.4,Positive
